,Year,State,Commodity,Data Type,Value
1250,2012,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1251,2011,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1252,2010,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1253,2009,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1254,2008,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1255,2007,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1256,2006,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1257,2005,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1258,2004,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1259,2003,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1260,2002,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1261,2001,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1262,2000,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1263,1999,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1264,1998,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1265,1997,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1266,1996,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1267,1995,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1268,1994,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1269,1993,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1270,1992,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1271,1991,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1272,1990,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1273,1989,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1274,1988,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1275,1987,VERMONT,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1276,2019,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1277,2018,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1278,2017,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1279,2016,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1280,2015,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1281,2014,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1282,2013,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1283,2012,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1284,2011,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1285,2010,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1286,2009,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1287,2008,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1288,2007,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1289,2006,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1290,2005,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1291,2004,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1292,2003,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1293,2002,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1294,2001,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1295,2000,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1296,1999,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1297,1998,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1298,1997,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1299,1996,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1300,1995,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1301,1994,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",11000
1302,1993,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
1303,1992,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
1304,1991,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1305,1990,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1306,1989,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
1307,1988,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1308,1987,VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1309,2019,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",81000
1310,2018,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",77000
1311,2017,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",77000
1312,2016,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",84000
1313,2015,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",73000
1314,2014,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",68000
1315,2013,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",69000
1316,2012,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",62000
1317,2011,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
1318,2010,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",71000
1319,2009,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",62000
1320,2008,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",49000
1321,2007,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
1322,2006,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",49000
1323,2005,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",51000
1324,2004,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",56000
1325,2003,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
1326,2002,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1327,2001,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",48000
1328,2000,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",52000
1329,1999,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",52000
1330,1998,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
1331,1997,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1332,1996,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1333,1995,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1334,1994,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1335,1993,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1336,1992,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",80000
1337,1991,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",85000
1338,1990,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",80000
1339,1989,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",70000
1340,1988,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",65000
1341,1987,WASHINGTON,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",75000
1342,2019,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1343,2018,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1344,2017,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1345,2016,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1346,2015,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1347,2014,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1348,2013,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1349,2012,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1350,2011,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",4000
1351,2010,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1352,2009,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",5000
1353,2008,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1354,2007,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1355,2006,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1356,2005,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1357,2004,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1358,2003,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1359,2002,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1360,2001,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1361,2000,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1362,1999,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1363,1998,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1364,1997,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1365,1996,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",10000
1366,1995,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",13000
1367,1994,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",20000
1368,1993,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",20000
1369,1992,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",23000
1370,1991,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1371,1990,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1372,1989,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",32000
1373,1988,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1374,1987,WEST VIRGINIA,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",21000
1375,2019,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
1376,2018,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",51000
1377,2017,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",53000
1378,2016,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",54000
1379,2015,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",52000
1380,2014,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",53000
1381,2013,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",59000
1382,2012,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1383,2011,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",57000
1384,2010,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
1385,2009,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",63000
1386,2008,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",58000
1387,2007,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",60000
1388,2006,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
1389,2005,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",64000
1390,2004,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",68000
1391,2003,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",74000
1392,2002,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",70000
1393,2001,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",67000
1394,2000,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",84000
1395,1999,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",80000
1396,1998,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",89000
1397,1997,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",79000
1398,1996,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",69000
1399,1995,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",73000
1400,1994,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",75000
1401,1993,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",100000
1402,1992,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",105000
1403,1991,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",110000
1404,1990,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",112000
1405,1989,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",108000
1406,1988,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",102000
1407,1987,WISCONSIN,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",92000
1408,2019,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1409,2018,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1410,2017,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1411,2016,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",40000
1412,2015,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1413,2014,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1414,2013,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",47000
1415,2012,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",50000
1416,2011,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",35000
1417,2010,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",34000
1418,2009,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",37000
1419,2008,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1420,2007,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",43000
1421,2006,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1422,2005,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",40000
1423,2004,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1424,2003,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1425,2002,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1426,2001,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1427,2000,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1428,1999,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",37000
1429,1998,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
1430,1997,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1431,1996,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",40000
1432,1995,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",38000
1433,1994,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",46000
1434,1993,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",34000
1435,1992,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
1436,1991,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
1437,1990,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",40000
1438,1989,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",41000
1439,1988,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1440,1987,WYOMING,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",39000
1441,2019,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1442,2018,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",36000
1443,2017,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",35000
1444,2016,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",37000
1445,2015,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1446,2014,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",31000
1447,2013,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",33000
1448,2012,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",30000
1449,2011,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",25000
1450,2010,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1451,2009,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",26000
1452,2008,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1453,2007,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
1454,2006,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1455,2005,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
1456,2004,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
1457,2003,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1458,2002,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1459,2001,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1460,2000,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",18000
1461,1999,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",15000
1462,1998,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",16000
1463,1997,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",14000
1464,1996,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",7000
1465,1995,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",8000
1466,1994,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",6000
1467,1993,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1468,1992,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",9000
1469,1991,OTHER STATES,HONEY,"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES",12000
